"center";"Bat"
2518;0.482
2519;0.482
25085;0.482
25086;0.482
25087;0.482
25088;0.482
25089;0.482
25090;0.963
25091;0.963
25092;0.963
25093;0.482
25094;0.482
2520;0.482
25095;1.445
25096;1.445
25097;1.445
25098;3.372
25099;3.854
25100;4.817
25101;4.817
25102;4.817
25103;4.336
25104;3.372
2521;0.963
25105;3.372
25106;2.89
25107;1.445
25108;1.445
2522;0.963
2523;0.482
2524;0.482
25138;0.482
25139;0.482
25140;0.482
25141;0.482
25142;0.482
25143;0.482
25144;0.482
2525;0.482
25145;0.482
2526;0.482
25163;0.482
25164;1.445
2527;0.482
25165;1.927
25166;1.927
25167;1.927
25168;2.409
25169;2.89
25170;3.372
25171;3.372
25172;1.927
25173;1.927
25174;1.445
2528;0.482
25175;1.445
25176;0.963
25177;0.482
25189;0.482
25190;0.482
25191;0.963
25192;0.963
25193;1.445
25194;1.445
2530;1.445
25195;1.445
25196;1.445
25197;0.963
25198;0.963
25199;0.482
25200;0.482
25201;0.482
25204;0.482
2531;1.445
25205;0.482
25206;0.482
25207;0.482
25208;0.963
25209;0.963
25210;0.963
25211;0.963
25212;0.482
25213;0.482
25214;0.482
2532;1.927
25224;0.482
2533;1.927
25225;0.482
25226;0.482
25227;0.482
25228;0.963
25229;0.963
25230;0.963
25231;0.963
25232;0.482
25233;0.482
2534;1.927
25237;0.482
25238;0.482
25239;0.482
25240;0.482
25241;0.482
25242;0.482
25243;0.963
25244;1.445
2535;1.927
25245;0.963
25246;0.963
25247;0.963
25248;0.963
25249;0.963
25250;0.963
25251;0.963
25252;0.963
25253;0.482
25254;0.482
2536;1.927
25255;0.482
25256;0.482
25257;0.482
25258;0.482
25259;0.482
25260;0.482
25261;0.482
25262;0.482
25263;0.482
25264;0.482
2537;2.409
25265;0.482
25266;0.482
25267;0.482
25268;0.482
25269;0.963
25270;0.963
25271;0.963
25272;0.963
25273;0.963
25274;1.445
2538;1.445
25275;1.445
25276;0.963
25277;0.482
25278;0.482
25279;0.482
25280;0.482
25281;0.482
25282;0.482
2539;0.963
25293;0.482
25294;0.482
2540;0.963
25295;0.482
25296;0.482
25297;0.482
25298;0.482
25299;0.482
25300;0.482
2541;1.445
2542;0.963
25319;0.482
25320;0.482
25321;0.482
25322;0.482
25323;0.482
25324;0.482
2543;0.963
25325;0.482
25326;0.963
25327;0.482
25328;0.482
25329;0.482
25330;0.482
25331;0.482
25332;0.482
25333;0.482
2544;0.963
2545;0.963
25352;0.482
25353;0.963
25354;0.963
2546;0.482
25355;0.963
25356;0.963
25357;0.963
25358;0.963
25359;0.963
25360;0.963
25361;0.482
25362;0.963
25363;0.963
25364;0.482
2547;0.482
25365;0.482
25366;0.482
25367;0.482
25368;0.963
25369;0.963
25370;0.963
25371;0.963
25372;1.445
25373;1.445
25374;1.445
2548;0.963
25375;1.445
25376;1.445
25377;0.963
25378;0.482
25379;0.482
25380;0.482
25384;0.482
2549;0.482
25385;0.482
25386;0.482
25387;0.482
25388;0.482
25389;0.482
25390;0.482
25391;0.482
25392;0.482
25393;0.482
2550;0.482
25397;0.482
25398;0.482
25399;0.963
25400;0.963
25401;0.963
25402;0.963
25403;0.963
25404;0.963
2551;0.482
25405;0.482
25406;0.482
25407;0.482
2552;0.963
25417;0.482
25418;0.482
25419;0.482
25420;0.482
25421;0.482
25422;0.482
25423;0.482
25424;0.482
2553;0.963
25431;0.482
25432;0.482
25433;0.482
25434;0.482
2554;0.963
25435;0.482
25436;0.482
25437;0.482
25438;0.482
25439;0.482
2555;0.963
25448;0.482
25449;0.482
25450;0.482
25451;0.482
25452;0.482
25453;0.482
25454;0.482
2556;0.482
25455;0.482
25456;0.482
25457;0.482
25464;0.482
2557;0.482
25465;0.482
25466;0.482
25467;0.482
25468;0.482
25469;0.482
25470;0.482
25471;0.482
2558;0.482
2559;0.963
2560;0.963
2561;0.482
25508;0.482
25509;0.482
25510;0.482
25511;0.482
25512;0.482
25513;0.482
25514;0.482
2562;0.482
25515;0.482
2563;0.482
2564;0.482
2565;0.482
25548;0.482
25549;0.963
25550;1.445
25551;1.445
25552;2.89
25553;2.89
25554;2.89
2566;0.482
25555;2.89
25556;2.409
25557;1.927
25558;1.445
25559;1.445
25562;0.482
25563;0.482
25564;0.482
25565;0.482
25566;0.482
25567;0.482
25568;0.482
25569;0.482
25582;0.482
25583;0.482
25584;0.482
25585;1.445
25586;1.445
25587;1.445
25588;1.445
25589;2.409
25590;1.927
25591;1.927
25592;1.927
25593;1.927
25594;1.927
25595;1.927
25596;2.409
25597;1.927
25598;1.445
25599;1.445
25600;1.445
25601;0.482
25602;0.482
25603;0.482
25619;0.963
25620;0.963
25621;0.963
25622;0.963
25623;0.963
25624;0.963
25625;0.963
25626;0.963
25637;0.482
25638;0.482
25639;0.482
268;0.482
25640;0.482
25641;0.482
25642;0.963
25643;2.89
25644;4.336
25645;3.854
25646;3.854
25647;4.336
25648;4.336
25649;4.336
25650;3.854
25651;1.927
25652;0.482
25653;0.482
25654;0.963
25655;0.482
25656;0.482
25657;0.482
25658;0.482
25659;0.482
25660;0.482
25661;0.482
25687;0.482
25688;0.482
25689;0.963
25690;1.445
25691;1.445
25692;1.445
25693;1.445
25694;1.445
25695;0.963
25696;0.963
25697;0.482
25699;0.482
25700;0.482
25701;0.963
25702;0.963
25703;0.963
25704;1.445
25705;1.927
25706;2.409
25707;1.927
25708;2.409
25709;1.927
25710;1.927
25711;1.927
25712;1.445
25713;0.963
25714;0.482
25715;0.482
25724;0.482
25725;0.482
25726;0.482
25727;0.482
25728;0.482
25729;0.482
25730;0.963
25731;0.963
25732;0.482
25733;0.482
25737;0.963
25738;0.963
25739;0.963
269;0.482
25740;1.445
25741;1.445
25742;1.445
25743;1.927
25744;1.445
25745;0.963
25746;0.963
25747;0.482
25748;0.482
25749;0.482
25750;0.482
25751;0.482
25752;0.963
25753;0.963
25754;0.963
25755;0.963
25756;0.963
25757;0.963
25758;1.445
25759;1.445
25760;0.963
25761;0.482
25762;0.482
25763;0.482
25764;0.482
25765;0.482
25766;0.482
25767;0.963
25768;0.482
25769;0.482
25770;0.482
25771;0.482
25772;0.482
25773;0.482
25774;0.482
25802;0.482
25803;0.482
25804;0.482
25805;0.482
25806;0.963
25807;0.963
25808;0.963
25809;0.963
25810;0.963
25811;0.963
25812;0.963
25813;1.445
25814;0.963
2592;0.482
25815;0.963
25816;0.963
25817;0.963
25818;1.445
25819;1.445
25820;1.927
25821;1.927
25822;1.927
25823;1.445
25824;1.445
2593;0.482
25825;1.927
25826;1.445
25827;0.963
25828;1.445
25829;1.445
25830;0.963
25831;0.963
25832;1.445
25833;0.963
25834;1.445
2594;0.482
25835;1.445
25836;1.445
25837;1.445
25838;1.445
25839;1.445
25840;1.445
270;0.482
25841;0.963
25842;0.963
25843;0.482
25844;0.482
2595;0.482
2596;0.482
25862;0.482
25863;0.482
25864;0.482
2597;0.482
25865;0.482
25866;0.482
25867;0.482
25868;0.482
25869;0.482
25870;0.482
2598;0.482
25876;0.482
25877;0.482
25878;0.482
25879;0.482
25880;0.482
25881;0.482
25882;0.482
25883;0.482
2599;0.482
25886;0.482
25887;0.482
25888;0.482
25889;0.482
25890;0.482
25891;0.482
25906;0.482
25907;0.482
25908;0.482
25909;0.482
25910;0.482
25911;0.482
25912;0.482
25913;0.482
25923;0.482
25924;0.482
25925;0.482
25926;0.482
25927;0.482
25928;0.482
25929;0.482
25930;0.482
271;0.482
25954;0.482
25955;0.482
25956;0.482
25957;0.482
25958;0.482
25959;0.482
25960;0.482
25961;0.482
25963;0.482
25964;0.482
25965;0.482
25966;0.482
25967;0.482
25968;1.445
25969;1.445
25970;1.927
25971;2.409
25972;2.409
25973;2.409
25974;2.409
25975;2.409
25976;1.927
25977;1.927
25978;0.482
25993;0.482
25994;0.482
25995;0.482
25996;0.482
25997;0.963
25998;0.963
25999;0.963
26000;0.963
26001;0.482
26002;0.482
26003;0.482
26004;0.482
26010;0.482
26011;0.482
26012;0.482
26013;0.482
2613;0.482
2614;0.482
26037;0.482
26038;0.482
26039;0.482
26040;0.482
272;0.482
26041;0.482
26042;0.482
26043;0.482
26044;0.482
2615;0.482
2616;0.482
26064;0.482
2617;0.482
26065;0.482
26066;0.482
26067;0.482
26068;0.482
26069;0.482
26070;0.482
26071;0.482
26073;0.482
26074;0.482
2618;0.482
26075;0.482
26076;0.482
26077;0.482
26078;0.482
26079;0.482
26080;0.482
26082;0.482
26083;0.482
26084;1.445
2619;0.482
26085;1.927
26086;1.927
26087;1.927
26088;1.927
26089;1.927
26090;1.927
26091;1.445
26092;0.482
26094;0.482
2620;0.482
26095;0.482
26096;0.482
26097;0.482
26098;0.482
26099;0.482
26100;0.482
26101;0.482
26102;0.482
26117;0.482
26118;0.482
26119;0.482
26120;0.482
26121;0.482
26122;0.482
26123;0.482
26124;1.445
26125;1.927
26126;1.927
26127;1.927
26128;1.927
26129;1.927
26130;2.409
26131;2.409
26132;1.445
26133;0.963
273;0.482
26171;0.482
26172;0.482
26173;0.482
26174;0.963
26175;0.963
26176;0.963
26177;0.963
26178;0.963
26179;0.963
26180;0.482
26181;0.482
274;0.482
26245;0.482
26246;0.482
26247;0.482
26248;0.482
26249;0.482
26250;0.482
26251;0.482
26252;0.482
26253;0.482
26298;0.482
26299;3.372
26300;4.817
26301;6.744
26302;6.744
26303;6.744
26304;6.744
26305;7.226
26306;7.226
26307;5.299
26308;3.854
26309;0.963
26310;0.963
26311;0.963
26312;0.963
26313;0.482
275;0.963
2645;2.89
2646;2.89
2647;2.89
2648;2.89
2649;2.89
2650;2.89
2651;2.89
2652;2.89
2653;1.445
26432;0.482
26433;0.963
26434;2.89
2654;0.482
26435;2.89
26436;3.372
26437;2.89
26438;2.89
26439;3.372
26440;2.89
276;0.963
26441;2.89
26442;1.445
26443;0.963
26444;0.482
2655;0.482
26445;0.482
26446;0.482
2656;0.482
26460;0.482
26461;0.482
26462;0.482
26463;0.482
26464;0.482
26465;0.482
26466;0.482
26467;0.482
2658;0.482
26481;0.482
26482;1.445
26483;1.927
26484;22.16
2659;0.482
26485;28.423
26486;34.686
26487;34.686
26488;35.168
26489;35.168
26490;36.131
26491;35.649
26492;15.898
26493;8.671
26494;2.89
2660;0.482
26495;2.409
26496;2.409
26497;2.409
26498;1.445
26499;1.927
26500;1.927
26501;1.445
26502;1.445
26503;1.927
26504;1.445
2661;0.482
26505;1.927
26506;2.409
26507;1.927
26508;1.927
26509;1.927
26510;1.927
26511;1.927
26512;1.927
26513;1.927
26514;1.445
2662;0.482
26515;0.963
26516;1.445
26517;1.445
26518;1.445
26519;1.445
26520;0.963
26521;1.445
26522;1.445
26523;1.445
26524;0.482
2663;0.482
26525;0.482
26526;0.482
26527;0.963
26528;0.963
26529;0.963
26530;0.963
26531;0.963
26532;0.482
26533;0.482
26534;0.482
2664;0.482
277;0.963
2665;0.482
2666;0.482
26555;0.963
26556;0.963
26557;0.963
26558;1.445
26559;1.445
26560;1.445
26561;1.445
26562;1.445
26563;0.482
26564;0.963
26565;0.963
26566;0.482
26567;0.963
26568;0.963
26569;1.927
26570;1.927
26571;1.927
26572;1.927
26573;1.927
26574;1.445
26575;0.963
26576;0.963
26583;0.482
26584;0.482
26585;0.482
26586;0.482
26587;0.482
26588;0.482
26589;0.482
26590;0.482
26602;0.482
26603;0.482
26604;0.482
26605;0.482
26606;0.482
26607;0.482
26608;0.482
26609;0.482
26610;0.482
26611;0.963
26612;0.482
26613;0.482
26614;0.482
26615;0.482
26616;0.482
26617;0.482
26618;0.482
26622;0.482
26623;0.963
26624;0.963
26625;0.963
26626;0.963
26627;0.482
26628;0.482
26629;0.482
26640;0.482
278;0.482
26641;0.482
26642;0.482
26643;0.482
26644;0.482
26645;0.482
26646;0.482
26647;0.482
26652;0.482
26653;0.482
26654;0.482
26655;0.482
26656;0.482
26657;0.963
26658;0.963
26659;0.963
26660;0.963
26661;0.963
26662;0.963
26663;0.963
26664;0.963
26665;0.963
26666;1.445
26667;1.445
26668;1.445
26669;1.445
26670;1.445
26671;1.445
26672;0.963
26673;0.963
26674;0.963
26675;0.963
26676;0.482
26677;0.482
26678;0.482
26679;0.482
26680;0.482
26681;0.963
26682;1.927
26683;1.445
26684;1.445
26685;1.445
26686;1.445
26687;1.445
26688;1.445
26689;0.963
2680;0.482
2681;0.482
26705;0.482
26706;0.482
26707;0.482
26708;0.963
26709;0.963
26710;1.927
26711;1.927
26712;1.445
26713;0.963
26714;0.963
2682;0.482
26715;0.963
26716;0.963
26717;0.963
26718;0.963
26720;0.482
26721;0.482
26722;0.482
26723;0.482
26724;0.482
2683;0.482
26725;0.482
26726;0.482
26727;0.963
26728;0.963
26729;0.963
26730;0.963
26731;0.963
26732;0.963
26733;0.963
26734;1.445
2684;0.963
26735;0.963
26736;0.963
26737;0.482
26738;0.482
26739;0.482
26740;0.482
279;0.482
26741;0.482
2685;0.963
2686;0.963
2687;0.963
2688;0.963
26782;0.482
26783;0.963
26784;0.963
2689;0.963
26785;0.963
26786;0.963
26787;0.963
26788;0.963
26789;0.963
26790;0.963
26791;0.482
26792;0.482
26793;0.482
26794;0.482
2690;0.482
26795;0.482
2691;0.482
26810;0.482
26811;0.482
26812;0.963
26813;0.963
26814;0.963
26815;0.963
26816;0.963
26817;0.963
26818;0.963
26819;0.482
280;0.482
2695;0.482
26847;1.445
26848;1.927
26849;1.927
26850;1.927
26851;1.927
26852;1.927
26853;1.927
26854;1.927
2696;0.482
26855;0.482
2697;0.482
26869;0.482
26870;1.445
26871;1.445
26872;1.927
26873;1.927
26874;1.927
2698;0.482
26875;1.927
26876;1.927
26877;1.445
26878;0.482
26879;0.482
26880;0.482
26881;0.482
2699;0.482
26887;0.482
26888;0.482
26889;0.482
26890;0.482
26891;0.482
26892;0.482
26893;0.482
26894;0.482
2700;0.482
2701;0.482
2702;0.482
26924;0.482
26925;0.482
26926;0.482
26927;0.482
26928;0.482
26929;0.482
26930;0.482
26931;0.482
281;0.482
26951;0.963
26952;0.963
26953;0.963
26954;0.963
26955;0.963
26956;0.963
26957;0.963
26958;0.963
26959;0.963
26964;0.482
26965;0.482
26966;0.482
26967;0.482
26968;0.482
26969;0.482
26970;0.482
26971;0.482
27002;0.482
27003;0.482
27004;0.482
27005;0.482
27006;0.482
27007;0.482
27008;0.482
27009;0.482
27019;0.482
27020;0.482
27021;0.963
27022;1.445
27023;1.445
27024;1.445
27025;1.445
27026;0.963
27027;0.482
27028;0.482
27029;0.482
282;0.482
27065;0.482
27066;0.482
27067;0.482
27068;0.482
27100;0.482
27101;0.482
27102;0.482
27103;0.482
27104;0.482
27105;0.482
27106;0.482
27107;0.482
27108;0.482
27121;0.482
27122;0.482
27123;0.482
27124;0.482
27125;0.482
27126;0.482
27127;0.482
27128;0.482
27129;0.482
27130;0.482
27131;0.482
27132;0.482
27133;0.482
27134;0.963
27135;0.963
27136;0.963
27137;0.963
27138;0.963
27139;0.963
27140;0.963
27141;0.963
27142;0.482
27143;0.482
27144;0.963
2725;0.482
27145;1.445
27146;1.445
27147;0.963
27148;0.482
27149;0.482
27150;0.482
27151;0.482
27152;0.482
2726;0.482
27161;0.482
27162;0.482
27163;0.482
27164;0.482
2727;1.445
27165;0.482
27166;0.482
27167;0.482
27168;0.482
2728;1.445
27176;0.482
27177;0.482
27178;0.482
27179;0.482
27180;0.482
27181;0.482
27182;0.482
27183;0.482
2729;1.445
27186;0.482
27187;0.482
27188;0.963
27189;0.963
27190;1.445
27191;1.445
27192;1.445
27193;1.445
27194;0.963
2730;1.445
27195;0.963
27196;0.963
27197;0.482
27198;0.482
27200;0.482
27201;0.482
27202;0.482
27203;0.482
27204;0.963
2731;1.445
27205;0.963
27206;0.963
27207;0.963
27208;0.963
27209;0.482
27210;0.482
27211;0.482
2732;1.445
27219;0.482
27220;0.482
27221;0.963
27222;0.963
27223;0.963
27224;0.963
2733;0.963
27225;0.963
27226;0.963
27227;0.482
27228;1.445
27229;1.445
27230;1.445
27231;1.445
27232;1.445
27233;1.445
27234;1.445
2734;0.963
27235;1.445
27236;0.963
27246;0.482
27247;0.963
27248;0.963
27249;0.963
27250;0.963
27251;0.963
27252;0.963
27253;0.963
27254;0.482
27256;1.445
27257;1.445
27258;1.445
27259;1.445
27260;1.927
27261;1.927
27262;1.927
27263;1.927
27264;0.963
27265;0.963
27266;0.963
27267;0.963
27268;2.89
27269;4.817
27270;4.817
27271;5.781
27272;6.263
27273;7.226
27274;6.744
27275;6.744
27276;5.781
27277;4.336
27278;2.89
27279;2.409
27280;1.927
27281;1.445
27282;0.963
27283;0.963
27284;0.963
27285;0.963
27286;0.482
27287;0.482
27289;0.482
27290;0.482
27291;0.482
27292;0.482
27293;0.482
27294;0.482
27295;0.963
27296;0.963
27297;0.963
27298;0.482
27299;0.963
27300;0.963
27301;0.963
27302;1.445
27303;1.927
27304;2.409
27305;2.89
27306;2.89
27307;2.409
27308;3.372
27309;3.854
27310;3.372
27311;3.854
27312;2.89
27313;2.409
27314;2.409
27315;2.409
27316;1.927
27317;1.445
27318;1.445
27319;1.927
27320;1.445
27321;1.445
27322;0.963
27323;0.963
27324;0.482
27325;0.482
27326;0.482
27337;0.482
27338;0.963
27339;0.963
27340;0.963
27341;1.445
27342;1.927
27343;1.927
27344;2.409
27345;1.927
27346;1.445
27347;1.927
27348;1.927
27349;1.927
27350;1.445
27351;1.927
27352;1.445
27353;0.963
27354;1.445
27355;0.963
27356;0.963
27357;0.963
27358;0.963
27359;0.482
27360;0.482
27361;0.482
27395;0.482
27396;1.445
27397;1.445
27398;1.445
27399;1.927
27400;2.409
27401;2.409
27402;2.89
27403;2.89
27404;2.409
27405;2.409
27406;2.409
27407;2.89
27408;2.409
27409;3.854
27410;3.854
27411;3.854
27412;3.854
27413;3.854
27414;3.854
27415;2.89
27416;2.89
27417;1.445
27418;0.482
27419;0.482
27420;0.482
2753;0.482
2754;0.482
27437;0.482
27438;0.482
27439;0.482
27440;0.482
27441;0.482
27442;0.482
27443;0.482
27444;0.482
2755;0.482
2756;0.482
27457;0.482
27458;0.482
27459;0.482
27460;0.482
27461;0.482
27462;0.482
27463;0.963
27464;0.963
2757;0.482
27465;0.482
27466;0.482
27467;0.482
27468;0.482
27469;0.482
27470;0.482
27471;0.482
2758;0.963
27478;0.963
27479;1.445
27480;2.409
27481;2.409
27482;2.409
27483;2.409
27484;2.89
2759;0.963
27485;2.89
27486;2.409
27487;1.927
27488;0.963
27489;0.963
27490;0.963
27491;0.963
27492;0.482
27493;0.482
27494;0.482
2760;0.963
27498;0.482
27499;0.482
27500;0.963
27501;0.963
27502;0.963
27503;0.963
27504;0.963
2761;0.482
27505;0.963
27506;0.482
27507;1.445
27508;0.963
27509;0.963
27510;0.963
27511;0.963
27512;0.963
27513;0.963
27514;0.963
27526;0.482
27527;0.482
27528;0.482
27529;0.482
27530;0.482
27531;0.482
27532;0.482
27533;0.482
27550;0.482
27551;0.482
27552;0.482
27553;0.963
27554;0.963
27555;0.963
27556;0.963
27557;0.963
27558;0.482
27559;0.482
27560;0.482
27573;0.482
27574;0.482
27575;0.482
27576;0.482
27577;0.482
27578;0.963
27579;1.445
27580;1.927
27581;1.445
27582;1.445
27583;1.927
27584;1.927
27585;1.927
27586;1.445
27587;0.963
27588;0.963
27589;0.482
27590;0.482
27643;0.482
27644;0.482
27645;0.482
27646;0.482
27647;0.482
27648;0.482
27649;0.482
27650;0.963
27651;0.963
27652;0.482
27653;0.482
27654;0.482
2776;0.482
27655;0.482
27656;0.482
27657;0.482
27661;0.482
27662;0.482
27663;0.482
27664;0.482
2777;0.963
27665;0.482
27666;0.963
27667;0.963
27668;0.963
27669;0.482
27670;0.482
27671;0.482
27672;0.482
27673;0.482
2778;0.963
27678;0.482
27679;0.482
27680;0.482
27681;0.482
27682;0.482
27683;0.482
27684;0.482
2779;0.963
27685;0.963
27686;0.482
27687;0.963
27688;0.963
27689;1.445
27690;2.409
27691;2.409
27692;2.89
27693;2.89
27694;2.89
2780;0.963
27695;2.409
27696;2.409
27697;1.927
27698;0.963
27699;0.963
27700;0.963
2781;0.963
2782;0.963
27716;0.482
27717;0.482
27718;0.482
27719;0.482
27720;0.482
27721;0.963
27722;0.963
27723;0.963
27724;0.482
2783;0.963
27725;0.482
27726;0.482
27727;0.482
27728;0.482
2784;1.445
27737;0.482
27738;0.482
27739;0.963
27740;0.963
27741;0.963
27742;0.963
27743;0.963
27744;0.963
2785;0.482
27745;0.482
27746;0.482
27747;0.482
27748;0.482
27749;0.482
27750;0.482
27751;0.482
27752;0.482
27753;0.482
27754;0.482
2786;0.482
27758;0.482
27759;0.482
27760;0.963
27761;0.963
27762;1.445
27763;1.445
27764;1.445
2787;0.482
27765;1.445
27766;0.963
27767;0.963
